ProvincePoliAdmin;Cheflieux;Proved;Sproved;Territoire;Groupement;Commune;Nom Ecole;Adresse;GPS_latitude;GPS_longitude;GPS_altitude;GPS_precision;Numero SECOPE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAI-NDOMBE;INONGO;MAI-NDOMBE;INONGO 1;INONGO VILLE;BONGILANGA;BONSE;EM BIBOR ECOLE MATERNELLE;AV KIMBANGU N0 17;-1.9249108945950866;18.290818696841598;299.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAI-NDOMBE;INONGO;MAI-NDOMBE;INONGO 1;INONGO VILLE;BONGILANGA;BONSE;EM BONGOLIONGO ECOLE MATERNELLE;AV LIONGO N0 20;-1.9251565681770444;18.290988765656948;301.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAI-NDOMBE;INONGO;MAI-NDOMBE;MUSHI 1;MUSHIE;BABOMA NORD;MUSHIE;ECOLE MATERNELLE MAMA MIKALA ECOLE MATERNELLE;PAROISSE KIMBANGUISTE/ MUSHIE;-3.0052302964031696;16.921974113211036;325.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAI-NDOMBE;INONGO;MAI-NDOMBE;KWAMOUTH;KWAMOUTH;PLATEAU;KWAMOUTH;BOLUMBU ECOLE MATERNELLE;PAROISSE KIMBANGUISTE;-3.185388995334506;16.20526489801705;331.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWANGO;KENGE;KWANGO 2;MAWANGA;KASONGO LUNDA;MULOPO NDINDI;NEANT;MAHINGA ECOLE PRIMAIRE;MAYIMBA NGONDE;-6.338107720948756;17.333724964410067;944.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWANGO;KENGE;KWANGO 2;MAWANGA;KASONGO LUNDA;MULOPO NDINDI;NEANT;TSANGU ECOLE MATERNELLE;KIMBADINGA;-6.335298274643719;17.337920861318707;920.0;3.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWANGO;KENGE;KWANGO 1;FESHI 1;FESHI;KISAMBU ;FESHI;BITUNDA ECOLE MATERNELLE;PAROISSE KIMBANGUISTE;-6.131033725105226;18.148525999858975;811.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWANGO;KENGE;KWANGO 1;FESHI 1;FESHI;MBUMBA;FESHI;LUKULA ECOLE MATERNELLE;VILLAGE  TAMBO;-6.1311307875439525;18.148863706737757;821.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWANGO;KENGE;KWANGO 1;FESHI 1;FESHI;KISAMBU ;FESHI;MWILU ECOLE MATERNELLE;07,KISAMBU;-6.131218294613063;18.149314150214195;799.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUD-UBANGI;GEMENA;SUD UBANGI 2;KUNGU 3;KUNGU;SOKOBELAM;KUNGU;ESENGO ECOLE MATERNELLE;SOCOBELAM;2.7094883378595114;18.396413074806333;351.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUD-UBANGI;GEMENA;SUD UBANGI 2;KUNGU 1;KUNGU;9,GEMENA;KUNGU;ESENGO ECOLE MATERNELLE;9,GEMENA;2.7739381743595004;19.20679642818868;383.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUD-UBANGI;GEMENA;SUD UBANGI 2;KUNGU 4;KUNGU;BOMOLE;NEANT;BOMOLE ECOLE MATERNELLE;BOMOLE 1;2.237984365783632;19.16382391937077;318.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUD-UBANGI;GEMENA;SUD UBANGI 2;KUNGU 4;KUNGU;SOMBE;NEANT;BOMOLE3 ECOLE MATERNELLE;SOMBE;2.1909014554694295;19.146721735596657;310.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUD-UBANGI;GEMENA;SUD UBANGI 2;LIBENGE 1;LIBENGE;GBAKAMABO;NEANT;MAMA MIKALA ECOLE MATERNELLE;ELAKA/MBOMA;3.9433712884783745;18.648257665336132;346.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUD-UBANGI;GEMENA;SUD UBANGI 2;LIBENGE 1;LIBENGE;NZONDOMIYO;LIBENGE;EWONZA ECOLE MATERNELLE;CITE-LIBENGE;3.6510870745405555;18.631727630272508;341.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUD-UBANGI;GEMENA;SUD UBANGI 2;LIBENGE 1;LIBENGE;NGBUNDU NORD;LIBENGE;MAWUYA ECOLE PRIMAIRE;BOYABU;3.7352871894836426;18.765080524608493;363.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUD-UBANGI;GEMENA;SUD UBANGI 2;LIBENGE 1;LIBENGE;NGBUNDU NORD;LIBENGE;EWONZA/BOYABU ECOLE MATERNELLE;BOYABU;3.7276892457157373;18.773004105314612;355.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUD-UBANGI;GEMENA;SUD UBANGI 2;LIBENGE 3;LIBENGE;MOZOMBO;LIBENGE;MAWUYA 2 ECOLE MATERNELLE;MOTENGE-BOMA;3.233106709085405;18.664387045428157;347.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONGALA;LISALA;MONGALA;LISALA 2;LISALA;CAMP FOLO;BINGA;PAPA SILON KIBANGU ECOLE MATERNELLE;CAMP FOLO;2.378329820930958;20.524486424401402;323.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQUATEUR;MBANDAKA;EQUATEUR 1;MBANDAKA 3;MBANDAKA VILLE;BONGONDE ;WANGATA;DIANGENDA  ECOLE MATERNELLE;LOFOSOLA;-0.13083283323794603;18.286380814388394;299.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQUATEUR;MBANDAKA;EQUATEUR 1;MBANDAKA 1;MBANDAKA VILLE;MAMA BALAKO ;WANGATA;LIKOFATA  ECOLE MATERNELLE;Ã‰LÃ‰VATION 11;0.02294583711773157;18.25064180418849;296.0;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQUATEUR;MBANDAKA;EQUATEUR 1;MBANDAKA 2;MBANDAKA VILLE;IPEKO/ VILLAGE ;MBANDAKA;DIALUNGANA ECOLE MATERNELLE;IPEKO/ VILLAGE ETSAWU;0.02341744489967823;18.275223495438695;301.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAI-NDOMBE;INONGO;MAI-NDOMBE;KUTU 1;NIOKI VILLE;KENZUMA ;NIOKI;NKUMA ECOLE MATERNELLE;FANTÃ”ME ;-2.7176924608647823;17.679716935381293;304.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 1;TSHIKAPA 2;TSHIKAPA VILLE;MBULAMPUTU ;DIBUMBA I;3 TSHISELE  ECOLE PRIMAIRE;AV TOBI NÂ°21;-6.417406811378896;20.76050858013332;540.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQUATEUR;MBANDAKA;EQUATEUR 1;BOMONGO 1;BOMONGO;MANGBA;BOMONGO;KIMPA ECOLE MATERNELLE;BUBURU;1.4492235146462917;18.047283757478;297.0;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQUATEUR;MBANDAKA;EQUATEUR 1;BOMONGO 1;BOMONGO;BOMANA;BOMONGO;E.M MUNTONDO ECOLE MATERNELLE;BOMONGO;1.3777501042932272;18.34832752123475;309.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQUATEUR;MBANDAKA;EQUATEUR 1;BOMONGO 1;BOMONGO;BOMANA;BOMONGO;E.M TOSALISANA ECOLE MATERNELLE;BOMONGO;1.371070146560669;18.345594182610512;308.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAI-NDOMBE;INONGO;MAI-NDOMBE;KUTU 3;KUTU;BATERE ;MBIEN;EKWO ECOLE MATERNELLE;MBIEN ;-3.624512292444706;18.773713214322925;327.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAI-NDOMBE;INONGO;MAI-NDOMBE;BOLOBO;BOLOBO;MPETI ;;MAMA BANTEFO ECOLE MATERNELLE;02, OSHUE;-2.161229350604117;16.229473426938057;312.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;SUD BANGA;ILEBO;BASHI BIYENGE;NEANT;E.M KISOLOKELE ECOLE MATERNELLE;BIYENGE;-5.828766622580588;20.34772139042616;697.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;SUD BANGA;ILEBO;BAKUMU BIYAMBU;NEANT;EVARISTE BOSHAB ECOLE MATERNELLE;KEMBE LUPEKULA;-5.35965358838439;20.362361893057823;613.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;SUD BANGA;ILEBO;BANGA IYOMAKUBA ;NEANT;LELE ECOLE MATERNELLE;BANGA LUBUDI ;-5.4265049658715725;20.613475246354938;640.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;ILEBO;ILEBO;BIKUKU;NEANT;SIMON KIMBANGU  ECOLE MATERNELLE;1, KABILA;-4.334443942643702;20.605405485257506;460.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;ILEBO;ILEBO;LUBAYA;NEANT;IBANGI ECOLE MATERNELLE;1, MAMAN MUILU;-4.334739027544856;20.60620319098234;461.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;ILEBO;ILEBO;CONGO;NEANT;LELE ECOLE MATERNELLE;19, MBUJI MAYI;-4.334471058100462;20.606087520718575;490.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;ILEBO;ILEBO VILLE;BENAMULOBO;KASAI;EM DIANGENDA ECOLE MATERNELLE;VILLAGE ;-4.336423831991851;20.587231842800975;427.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWILU;KIKWIT;KWILU 3;IDIOFA CENTRE;IDIOFA;NGALAMAKELA ;NEANT;ABUKOL ECOLE MATERNELLE;MWILAMBONGO VILLAGE ;-4.936653301119804;19.75488186813891;655.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWILU;KIKWIT;KWILU 3;KIPUKU;IDIOFA;BAKWAPUKU;NEANT;KIAWANGA ECOLE MATERNELLE;MUSENGE KINGUNGU;-5.290697766467929;20.00703977420926;643.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWILU;KIKWIT;KWILU 3;KIPUKU;IDIOFA;UBOLE;NEANT;DAVID ECOLE MATERNELLE;VILLAGE ITUNDA SONGO SONGO ;-5.104326568543911;19.945979369804263;670.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWILU;KIKWIT;KWILU 3;KIPUKU;IDIOFA;INGUNDU;NEANT;ZIZILA/IDINDA ECOLE MATERNELLE;VILLAGE  IDINDA;-4.950813939794898;19.917964367195964;598.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWILU;KIKWIT;KWILU 3;KIPUKU;IDIOFA;ITUNDA ;NEANT;NZITANI/ITUNDA KIKANDA ECOLE MATERNELLE;VILLAGE ITUNDA KIKANDA;-5.104335662908852;19.945823047310114;666.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWILU;KIKWIT;KWILU 3;KIPUKU;IDIOFA;KIFUMU ;MULASA;KIMVULA ECOLE MATERNELLE;KIPUKU ;-4.920034040696919;19.912585699930787;628.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWILU;KIKWIT;KWILU 3;KIPUKU;IDIOFA;ISAMANGO BENZI ;NEANT;PAKAR ECOLE MATERNELLE;BENZI;-4.943451234139502;20.022375220432878;555.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORD-UBANGI;GBADOLITE;NORD UBANGI;YAKOMA 2;YAKOMA;KIBO;YAKOMA;MWAKA ECOLE MATERNELLE;CENTRE;3.6764578381553292;22.152649238705635;406.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORD-UBANGI;GBADOLITE;NORD UBANGI;YAKOMA 1;YAKOMA;GINI ;YAKOMA;EM REV ZALA ECOLE MATERNELLE;TARAGINI ;3.9528876403346658;22.462403560057282;418.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORD-UBANGI;GBADOLITE;NORD UBANGI;YAKOMA 1;YAKOMA;TONGU;YAKOMA;EM MOAKA ECOLE MATERNELLE;TONGU;4.057683013379574;22.342356434091926;405.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORD-UBANGI;GBADOLITE;NORD UBANGI;YAKOMA 1;YAKOMA;LAU EST;YAKOMA;REV SENGE ECOLE MATERNELLE;YUYU;3.8895867951214314;22.581682316958904;441.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORD-UBANGI;GBADOLITE;NORD UBANGI;YAKOMA 1;YAKOMA;SOROZO ;YAKOMA;BOMOLE ECOLE MATERNELLE;SOROZO ;4.096702826209366;22.439301358535886;396.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORD-UBANGI;GBADOLITE;NORD UBANGI;GBADOLITE;GDADOLITE VILLE;GOBELE;MOLEGBE;MIANGU ECOLE MATERNELLE;WATA;4.179945350624621;20.859468430280685;418.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWILU;KIKWIT;KWILU 2;BULUNGU 1;BULUNGU;BASUKU;BUKIOMBO LUSANGA;LUTONDO ECOLE MATERNELLE;KIYAKA MAFUTAMINGI ;-4.7580038057640195;18.702074931934476;439.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWILU;KIKWIT;KWILU 2;BULUNGU 5;BULUNGU;SONGO;NEANT;KIKATA ECOLE MATERNELLE;VANGA/KIMBULU;-4.425318567082286;18.41181398369372;418.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWILU;KIKWIT;KWILU 2;BULUNGU 4;BULUNGU;MAYOKO SAKASAKA;NEANT;MAPELA ECOLE MATERNELLE;MAYOKO 3;-4.2988413060083985;18.761359797790647;447.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWILU;KIKWIT;KWILU 2;BULUNGU 4;BULUNGU;SALA;NEANT;VICTORE ECOLE MATERNELLE;LUTOLUNKWA ;-4.206353626213968;18.682153495028615;516.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWILU;KIKWIT;KWILU 2;BULUNGU 2;BULUNGU;MITSHAKILA;NEANT;LUKUNI ECOLE MATERNELLE;VILLAGE MITSHAKILA;-4.669639058411121;18.73772735707462;402.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWILU;KIKWIT;KWILU 2;BULUNGU 2;BULUNGU;MITSHAKILA;NEANT;LUZAYISU ECOLE MATERNELLE;VILLAGE  MITSHAKILA;-4.672415521927178;18.73061983846128;333.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWILU;KIKWIT;KWILU 2;BULUNGU 2;BULUNGU;MUSENGE;NEANT;NZIMBA ECOLE MATERNELLE;VILLAGE NSAMA;-4.6224161284044385;18.9372125454247;534.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWILU;KIKWIT;KWILU 2;BULUNGU 2;BULUNGU;LONGO KUMA KUMA;NEANT;KIMVUKA ECOLE MATERNELLE;VILLAGE MBILA;-4.571109199896455;18.922837497666478;525.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWILU;KIKWIT;KWILU 2;BULUNGU 2;BULUNGU;MUSENGE;NEANT;LUKUEDI ECOLE MATERNELLE;VILLAGE  KWILU MILUNDU;-4.584916541352868;18.978262916207314;577.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWILU;KIKWIT;KWILU 2;BULUNGU 2;BULUNGU;LONGO LIMA KUMA;NEANT;MAPELA ECOLE MATERNELLE;NKARA KIMBANGUISTE;-4.530568867921829;18.87038371525705;522.0;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
